Entry	Status	Protein names	Gene names  (primary )	Gene names	Annotation	Keywords	Gene ontology (cellular component)
A0A1U7QEK7	unreviewed	olfactory receptor 7E24-like	LOC101828823	LOC101828823	1 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QCH7	unreviewed	POU domain protein	Pou2f3	Pou2f3	2 out of 5	DNA-binding;Homeobox;Nucleus;Reference proteome;Transcription	cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]
A0A1U7QMH0	unreviewed	transmembrane protein 98	Tmem98	Tmem98	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7R854	unreviewed	calcium-activated potassium channel subunit beta-4	Kcnmb4	Kcnmb4	1 out of 5	Ion channel;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	voltage-gated potassium channel complex [GO:0008076]
A0A1U7QD54	unreviewed	Olfactory receptor	LOC101834065	LOC101834065	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7Q2W5	unreviewed	src substrate cortactin isoform X1	Cttn	Cttn	3 out of 5	Reference proteome;SH3 domain	actin filament [GO:0005884]; cortical cytoskeleton [GO:0030863]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; lamellipodium [GO:0030027]; mitotic spindle midzone [GO:1990023]; podosome [GO:0002102]; ruffle [GO:0001726]; voltage-gated potassium channel complex [GO:0008076]
A0A1U7QJP7	unreviewed	voltage-dependent L-type calcium channel subunit beta-4 isoform X2	Cacnb4	Cacnb4	1 out of 5	Reference proteome;SH3 domain	voltage-gated calcium channel complex [GO:0005891]
A0A1U7QCX2	unreviewed	Olfactory receptor	LOC101831008	LOC101831008	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7R7P8	unreviewed	Vomeronasal type-1 receptor	LOC101828430	LOC101828430	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Pheromone response;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7Q8U9	unreviewed	Cytochrome b-245 light chain (Cytochrome b(558) alpha chain) (Cytochrome b558 subunit alpha) (Neutrophil cytochrome b 22 kDa polypeptide) (Superoxide-generating NADPH oxidase light chain subunit) (p22 phagocyte B-cytochrome) (p22-phox)	LOC101822574	LOC101822574	4 out of 5	Cell membrane;Electron transport;Heme;Iron;Membrane;Metal-binding;NADP;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix;Transport	endosome [GO:0005768]; NADPH oxidase complex [GO:0043020]
A0A1U7QGL5	unreviewed	junctional adhesion molecule C	Jam3	Jam3	5 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	bicellular tight junction [GO:0005923]; cell-cell contact zone [GO:0044291]; desmosome [GO:0030057]; extracellular space [GO:0005615]; filamentous actin [GO:0031941]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; microvillus [GO:0005902]; paranodal junction [GO:0033010]; protein complex involved in cell adhesion [GO:0098636]; Schmidt-Lanterman incisure [GO:0043220]
A0A1U7QH04	unreviewed	keratin, type II cytoskeletal 8	Krt8	Krt8	2 out of 5	Coiled coil;Intermediate filament;Reference proteome	apicolateral plasma membrane [GO:0016327]; cell-cell junction [GO:0005911]; keratin filament [GO:0045095]; sarcolemma [GO:0042383]; Z disc [GO:0030018]
A0A1U7Q7D8	unreviewed	olfactory receptor 4C46-like	LOC101838370	LOC101838370	1 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QBY7	unreviewed	olfactory receptor 2AG1-like	LOC101833517	LOC101833517	1 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8BX64	unreviewed	Gap junction protein	LOC106021468	LOC106021468	2 out of 5	Cell junction;Cell membrane;Gap junction;Membrane;Reference proteome;Transmembrane;Transmembrane helix	connexin complex [GO:0005922]; integral component of membrane [GO:0016021]
A0A1U7QRD1	unreviewed	Sodium/potassium-transporting ATPase subunit beta	Atp1b1	Atp1b1	5 out of 5	Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; cell [GO:0005623]; intercalated disc [GO:0014704]; lateral plasma membrane [GO:0016328]; organelle membrane [GO:0031090]; sodium:potassium-exchanging ATPase complex [GO:0005890]; sperm flagellum [GO:0036126]; T-tubule [GO:0030315]
A0A1U7Q7C9	unreviewed	Olfactory receptor	LOC101833370	LOC101833370	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7Q803	unreviewed	tumor necrosis factor receptor superfamily member 21 isoform X2	Tnfrsf21	Tnfrsf21	3 out of 5	Disulfide bond;Membrane;Receptor;Reference proteome;Transmembrane;Transmembrane helix	axon [GO:0030424]; integral component of plasma membrane [GO:0005887]
A0A1U8BQI1	unreviewed	Olfactory receptor	LOC101838207	LOC101838207	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QVQ9	unreviewed	olfactory receptor 52M1	LOC101828461	LOC101828461	1 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8CS96	unreviewed	Transporter	Slc6a8	Slc6a8	2 out of 5	Membrane;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport	integral component of plasma membrane [GO:0005887]
A0A3Q0CR66	unreviewed	protocadherin-15 isoform X2	Pcdh15	Pcdh15	2 out of 5	Calcium;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; stereocilium [GO:0032420]
A0A1U7QC76	unreviewed	Olfactory receptor	LOC101822561	LOC101822561	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7R2X8	unreviewed	nectin-2 isoform X1	Nectin2	Nectin2	4 out of 5	Disulfide bond;Immunoglobulin domain;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell-cell contact zone [GO:0044291]; cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; zonula adherens [GO:0005915]
A0A1U7Q3R0	unreviewed	neuritin	Nrn1	Nrn1	2 out of 5	Reference proteome;Signal	AMPA glutamate receptor complex [GO:0032281]; anchored component of plasma membrane [GO:0046658]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]
A0A1U8C0G0	unreviewed	olfactory receptor 10T2-like	LOC101823388	LOC101823388	1 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QBW5	unreviewed	olfactory receptor 10T2-like	LOC101824882	LOC101824882	1 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7RBL9	unreviewed	NADPH oxidase activator 1 isoform X2	Noxa1	Noxa1	1 out of 5	Coiled coil;Reference proteome;SH3 domain;TPR repeat	NADPH oxidase complex [GO:0043020]
A0A1U8BEE6	unreviewed	Voltage-dependent L-type calcium channel subunit alpha	Cacna1c	Cacna1c	2 out of 5	Calcium;Calcium channel;Calcium transport;Coiled coil;Ion channel;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	voltage-gated calcium channel complex [GO:0005891]
A0A1U7QBR8	unreviewed	phosphatidylinositol 4,5-bisphosphate 5-phosphatase A	Inpp5j	Inpp5j	2 out of 5	Hydrolase;Reference proteome	cytoplasm [GO:0005737]; dendritic shaft [GO:0043198]; growth cone [GO:0030426]; plasma membrane [GO:0005886]; ruffle [GO:0001726]
A0A1U8CK82	unreviewed	potassium voltage-gated channel subfamily G member 2	Kcng2	Kcng2	2 out of 5	Ion channel;Ion transport;Membrane;Potassium;Potassium channel;Potassium transport;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel	voltage-gated potassium channel complex [GO:0008076]
A0A1U7R1L4	unreviewed	ras-related protein Rab-10	Rab10	Rab10	3 out of 5	Reference proteome	cilium [GO:0005929]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum tubular network [GO:0071782]; exocytic vesicle [GO:0070382]; Golgi apparatus [GO:0005794]; insulin-responsive compartment [GO:0032593]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; recycling endosome [GO:0055037]
A0A3Q0CPT8	unreviewed	Transmembrane channel-like protein	Tmc6	Tmc6	2 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
A0A1U7QVZ5	unreviewed	gastrin-releasing peptide receptor	Grpr	Grpr	2 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
A0A1U7Q385	unreviewed	Olfactory receptor	LOC101825883	LOC101825883	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QXF8	unreviewed	Olfactory receptor	LOC101842440	LOC101842440	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8C3K4	unreviewed	Olfactory receptor	LOC106021720	LOC106021720	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QAB1	unreviewed	Olfactory receptor	LOC101832346	LOC101832346	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A3Q0DEA3	unreviewed	integrin alpha-10 isoform X3	Itga10	Itga10	2 out of 5	Cell adhesion;Integrin;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integrin complex [GO:0008305]
A0A3Q0CAS9	unreviewed	Olfactory receptor	LOC101843830	LOC101843830	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A3Q0DDN6	unreviewed	desmocollin-2 isoform X2	Dsc2	Dsc2	1 out of 5	Calcium;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U8CQ59	unreviewed	LOW QUALITY PROTEIN: olfactory receptor 51B4	LOC101825192	LOC101825192	1 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QDJ4	unreviewed	solute carrier family 22 member 8	Slc22a8	Slc22a8	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	basolateral plasma membrane [GO:0016323]; integral component of membrane [GO:0016021]
A0A1U7QYZ8	unreviewed	sorcin isoform X2	Sri	Sri	3 out of 5	Calcium;Reference proteome	cell [GO:0005623]; chromaffin granule membrane [GO:0042584]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; Z disc [GO:0030018]
A0A1U7QIL2	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	Akt1	Akt1	5 out of 5	ATP-binding;Kinase;Nucleotide-binding;Reference proteome;Serine/threonine-protein kinase;Transferase	cell-cell junction [GO:0005911]; ciliary basal body [GO:0036064]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; spindle [GO:0005819]; vesicle [GO:0031982]
A0A1U7QQM9	unreviewed	phosphatidylcholine translocator ABCB4 isoform X1	Abcb4	Abcb4	3 out of 5	ATP-binding;Coiled coil;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix	actin cytoskeleton [GO:0015629]; apical plasma membrane [GO:0016324]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; integral component of membrane [GO:0016021]; intercellular canaliculus [GO:0046581]; nucleoplasm [GO:0005654]
A0A1U7QJ52	unreviewed	proenkephalin-B	Pdyn	Pdyn	1 out of 5	Cleavage on pair of basic residues;Neuropeptide;Opioid peptide;Reference proteome;Signal	extracellular region [GO:0005576]; plasma membrane [GO:0005886]
A0A1U7Q769	unreviewed	leucine-rich repeat-containing G-protein coupled receptor 4	Lgr4	Lgr4	3 out of 5	Leucine-rich repeat;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
A0A3Q0DCK7	unreviewed	desmoglein-4	Dsg4	Dsg4	1 out of 5	Calcium;Cell adhesion;Cell membrane;Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QPY3	unreviewed	Olfactory receptor	LOC101841365	LOC101841365	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7R9B5	unreviewed	ectonucleoside triphosphate diphosphohydrolase 3	Entpd3	Entpd3	2 out of 5	ATP-binding;Hydrolase;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7Q964	unreviewed	regulator of G-protein signaling 1	Rgs1	Rgs1	1 out of 5	Reference proteome	cytosol [GO:0005829]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]
A0A1U7R586	unreviewed	Olfactory receptor	LOC101824240	LOC101824240	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A1U7QKG7	unreviewed	Olfactory receptor	LOC101832194	LOC101832194	2 out of 5	Cell membrane;G-protein coupled receptor;Membrane;Olfaction;Receptor;Reference proteome;Sensory transduction;Transducer;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A3Q0CNT0	unreviewed	protocadherin alpha-C2 isoform X3	LOC101830682	LOC101830682	2 out of 5	Calcium;Cell adhesion;Cell membrane;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
A0A3Q0D6Q2	unreviewed	glypican-5 isoform X1	Gpc5	Gpc5	2 out of 5	GPI-anchor;Glycoprotein;Heparan sulfate;Lipoprotein;Membrane;Proteoglycan;Reference proteome	anchored component of plasma membrane [GO:0046658]; collagen-containing extracellular matrix [GO:0062023]
A0A1U7R3T9	unreviewed	HLA class II histocompatibility antigen, DP beta 1 chain	LOC101822719	LOC101822719	1 out of 5	Disulfide bond;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	integral component of membrane [GO:0016021]; MHC class II protein complex [GO:0042613]
A0A1U7Q725	unreviewed	kinesin-associated protein 3 isoform X1	Kifap3	Kifap3	3 out of 5	Coiled coil;Reference proteome	axoneme [GO:0005930]; centrosome [GO:0005813]; ciliary basal body [GO:0036064]; condensed nuclear chromosome [GO:0000794]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; kinesin II complex [GO:0016939]; periciliary membrane compartment [GO:1990075]; photoreceptor connecting cilium [GO:0032391]; spindle microtubule [GO:0005876]
A0A3Q0D451	unreviewed	sodium/nucleoside cotransporter 1 isoform X3	Slc28a1	Slc28a1	1 out of 5	Membrane;Reference proteome;Transmembrane;Transmembrane helix	integral component of plasma membrane [GO:0005887]
A0A1U7QYS4	unreviewed	plakophilin-2 isoform X1	Pkp2	Pkp2	3 out of 5	Reference proteome	desmosome [GO:0030057]; intercalated disc [GO:0014704]; intermediate filament [GO:0005882]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]
