Entry	Status	Protein names	Gene names  (primary )	Gene names	Annotation	Keywords	Gene ontology (cellular component)
F7FEP9	unreviewed	Leucine rich repeat and fibronectin type III domain containing 2	LRFN2	LRFN2	2 out of 5	Disulfide bond;Immunoglobulin domain;Leucine-rich repeat;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of postsynaptic density membrane [GO:0099061]; Schaffer collateral - CA1 synapse [GO:0098685]
Q7JH47	unreviewed	C-C chemokine receptor type 3 (Eotaxin receptor CCR3)	CCR3	CCR3	2 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell [GO:0005623]; cytoplasm [GO:0005737]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
Q645S3	unreviewed	Taste receptor type 2	TAS2R16	TAS2R16	2 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Sensory transduction;Taste;Transducer;Transmembrane;Transmembrane helix	endoplasmic reticulum [GO:0005783]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; trans-Golgi network [GO:0005802]
F7FA05	unreviewed	Folate hydrolase 1 (Glutamate carboxypeptidase 2 isoform 1)	FOLH1	FOLH1	2 out of 5	Carboxypeptidase;Hydrolase;Membrane;Protease;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]
F7DS86	unreviewed	T-cell surface antigen CD2	CD2	CD2	3 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	anchored component of plasma membrane [GO:0046658]; cell-cell junction [GO:0005911]; cytoplasmic side of plasma membrane [GO:0009898]; external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; integral component of membrane [GO:0016021]
F7BP54	unreviewed	Folate_rec domain-containing protein	FOLR2	FOLR2	2 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	anchored component of external side of plasma membrane [GO:0031362]; integral component of membrane [GO:0016021]
A0A1D5Q9N5	unreviewed	Ig-like domain-containing protein	LOC719702	LOC719702	2 out of 5	Disulfide bond;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
F7HRG1	unreviewed	CD80 molecule	CD80	CD80	2 out of 5	Disulfide bond;Immunoglobulin domain;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F6W5G6	unreviewed	Tumor necrosis factor receptor superfamily member 9	TNFRSF9	TNFRSF9	2 out of 5	Disulfide bond;Membrane;Receptor;Reference proteome;Signal;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F6WZP3	unreviewed	Lysophosphatidic acid receptor 2	LPAR2	LPAR2	1 out of 5	G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; endocytic vesicle [GO:0030139]; integral component of membrane [GO:0016021]
A0A1D5QYE4	unreviewed	Calsyntenin-3	CLSTN3	CLSTN3	2 out of 5	Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]
G7NRL5	unreviewed	Glypican-4	GPC4	GPC4	2 out of 5	GPI-anchor;Glycoprotein;Heparan sulfate;Lipoprotein;Membrane;Proteoglycan;Reference proteome;Signal	anchored component of plasma membrane [GO:0046658]; collagen-containing extracellular matrix [GO:0062023]; external side of plasma membrane [GO:0009897]; glutamatergic synapse [GO:0098978]
F7CQ48	unreviewed	Leucine-rich repeat and fibronectin type-III domain-containing protein 3	LRFN3	LRFN3	2 out of 5	Coiled coil;Disulfide bond;Immunoglobulin domain;Leucine-rich repeat;Membrane;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; integral component of membrane [GO:0016021]
H9FYZ3	unreviewed	Vesicle-associated membrane protein 1 isoform 1	VAMP1	VAMP1	2 out of 5	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; glutamatergic synapse [GO:0098978]; integral component of membrane [GO:0016021]; neuromuscular junction [GO:0031594]; presynapse [GO:0098793]; specific granule membrane [GO:0035579]; tertiary granule membrane [GO:0070821]
F7FXL3	unreviewed	Dendrocyte expressed seven transmembrane protein	DCSTAMP	DCSTAMP	2 out of 5	Reference proteome	cell surface [GO:0009986]; endoplasmic reticulum membrane [GO:0005789]; endosome membrane [GO:0010008]; integral component of endoplasmic reticulum membrane [GO:0030176]
F7GIY9	unreviewed	Major histocompatibility complex, class I-related	MR1	MR1	1 out of 5	Disulfide bond;Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]
A0A1D5QVS1	unreviewed	Integrin subunit alpha M	ITGAM	ITGAM	3 out of 5	Cell adhesion;Integrin;Membrane;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix	cell surface [GO:0009986]; extracellular space [GO:0005615]; integrin complex [GO:0008305]; plasma membrane raft [GO:0044853]
F6QQP0	unreviewed	Uncharacterized protein			2 out of 5	Immunoglobulin domain;Reference proteome	external side of plasma membrane [GO:0009897]; immunoglobulin complex, circulating [GO:0042571]
A0A1D5Q2X8	unreviewed	C-type lectin domain family 2 member D	CLEC2D	CLEC2D	1 out of 5	Lectin;Membrane;Reference proteome;Transmembrane;Transmembrane helix	endoplasmic reticulum [GO:0005783]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
A0A1D5Q5F6	unreviewed	CD163 molecule	CD163	CD163	1 out of 5	Disulfide bond;Membrane;Reference proteome;Transmembrane;Transmembrane helix	external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]
F7BFB8	unreviewed	Growth hormone receptor	GHR	GHR	3 out of 5	Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	cytosol [GO:0005829]; external side of plasma membrane [GO:0009897]; growth hormone receptor complex [GO:0070195]; integral component of membrane [GO:0016021]; receptor complex [GO:0043235]
